,y_test,y_pred,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_n_days,avg_total_sum_clicks,year,semester,overall_total_clicks
22028,1,0,5,1,10,2,1,0,0,60,0,54,4.185185185185185,2013,1,226.0
10076,1,1,2,0,3,0,2,0,0,90,0,4,2.6315789473684212,2014,1,10.526315789473685
11615,1,1,3,1,10,0,8,0,1,120,0,12,2.1285714285714286,2013,0,25.542857142857144
19550,0,0,4,1,6,1,8,0,0,60,0,105,4.2775,2014,1,449.1375
12073,1,1,3,1,8,2,9,0,0,90,0,2,2.0,2013,0,4.0
1469,1,0,1,0,11,0,0,0,0,60,0,54,1.8775510204081634,2013,0,101.38775510204083
17020,1,1,3,0,6,0,1,0,1,60,1,41,2.267379679144385,2014,1,92.96256684491979
22382,1,0,5,1,3,2,0,0,0,60,0,122,4.6550951847704365,2013,1,567.9216125419932
1941,1,1,1,0,3,2,3,0,0,120,1,1,3.0,2013,0,3.0
12529,1,0,3,1,11,0,8,1,1,150,0,122,2.4534686971235193,2013,0,299.3231810490694
1693,0,0,1,0,12,0,1,0,0,60,0,42,2.758974358974359,2013,0,115.87692307692308
5289,0,0,1,0,10,0,6,1,0,60,0,28,3.425,2014,0,95.89999999999999
10522,0,1,2,1,10,0,0,0,0,120,0,40,4.9437229437229435,2014,1,197.74891774891773
9666,1,0,2,1,10,0,8,0,0,60,0,50,4.669642857142857,2014,1,233.48214285714283
5799,0,1,1,0,0,2,4,0,0,180,0,2,4.222222222222222,2014,1,8.444444444444445
21302,1,0,5,1,1,2,6,0,0,120,0,156,4.049339207048458,2013,1,631.6969162995595
15881,0,0,3,1,10,2,6,0,0,60,0,164,2.345873786407767,2014,1,384.72330097087377
17201,0,0,4,1,4,0,7,1,0,60,0,67,5.109433962264151,2013,1,342.33207547169815
5984,0,0,1,0,0,0,6,1,0,60,0,26,3.251366120218579,2014,1,84.53551912568305
6436,0,0,1,0,0,1,7,1,0,120,0,107,4.272300469483568,2014,1,457.13615023474176
21088,0,0,5,1,7,1,7,2,1,150,0,217,2.855138071525577,2013,0,619.5649615210502
3398,0,0,1,0,7,0,8,0,0,60,0,58,3.578488372093023,2013,1,207.55232558139534
24779,1,0,5,1,2,1,5,0,0,120,0,60,3.3766233766233764,2014,1,202.59740259740258
21206,0,0,5,1,3,1,1,1,0,60,0,146,4.412264150943396,2013,0,644.1905660377358
26554,1,1,5,1,4,0,0,0,0,120,0,3,2.7,2014,1,8.100000000000001
22806,1,1,5,1,8,1,1,0,0,120,0,22,2.6589147286821704,2013,1,58.496124031007746
5352,0,0,1,0,6,2,0,1,0,60,1,73,2.409411764705882,2014,0,175.8870588235294
10990,1,1,2,1,8,2,4,0,0,60,0,16,3.629032258064516,2014,1,58.064516129032256
16178,0,0,3,0,8,0,6,0,0,60,0,64,2.2309417040358746,2014,1,142.78026905829597
6550,0,1,1,0,1,2,1,1,0,60,0,11,2.0526315789473686,2014,1,22.578947368421055
28835,1,1,6,0,8,2,3,0,0,30,0,4,1.3,2014,1,5.2
20093,1,1,5,1,10,2,3,0,2,120,0,44,3.556497175141243,2013,0,156.4858757062147
4945,0,0,1,0,1,1,3,0,0,120,0,91,2.395759717314488,2014,0,218.01413427561837
10995,1,1,2,1,8,0,7,0,0,120,0,4,5.0,2014,1,20.0
17723,0,0,4,1,8,2,9,0,0,60,0,127,4.555555555555555,2013,1,578.5555555555555
15067,0,0,3,1,6,1,0,0,0,60,1,178,1.922041105598866,2014,0,342.12331679659815
20019,0,0,5,1,7,0,4,0,0,60,0,213,4.4388674388674385,2013,0,945.4787644787644
7052,1,1,1,0,6,2,2,0,0,120,0,1,1.0,2014,1,1.0
15517,0,0,3,0,7,1,9,1,0,120,0,80,2.4104046242774566,2014,1,192.83236994219652
10479,1,1,2,0,3,0,3,0,0,90,0,29,3.7837837837837838,2014,1,109.72972972972973
28612,1,1,6,0,10,2,1,0,0,30,0,8,2.4,2014,1,19.2
23662,0,0,5,1,5,0,3,0,0,120,0,230,3.778334376956794,2014,0,869.0169067000626
25051,1,1,5,1,4,0,2,0,0,180,0,3,3.8,2014,1,11.399999999999999
7663,0,1,2,1,3,0,9,0,0,60,0,25,3.226890756302521,2014,0,80.67226890756302
18909,1,0,4,1,9,0,9,0,0,90,0,118,4.661596958174905,2014,1,550.0684410646388
14376,1,1,3,1,6,4,6,1,1,150,0,4,2.0,2014,0,8.0
1112,1,1,1,0,10,1,2,0,0,120,0,13,3.1375,2013,0,40.7875
2953,0,0,1,0,11,2,2,0,0,60,0,72,2.2737226277372264,2013,1,163.7080291970803
8237,1,1,2,1,2,0,5,0,0,60,0,6,6.052631578947368,2014,0,36.315789473684205
27007,0,1,6,0,12,2,4,0,0,90,1,32,2.546875,2013,1,81.5
13457,0,0,3,1,12,0,2,0,0,60,0,55,1.963855421686747,2013,1,108.01204819277109
12210,1,1,3,1,5,0,2,0,0,90,0,5,1.8529411764705883,2013,0,9.264705882352942
8993,0,0,2,1,9,0,1,0,0,60,1,94,3.859375,2014,0,362.78125
22654,1,0,5,1,10,0,8,0,0,60,0,100,3.1399116347569955,2013,1,313.9911634756996
9563,1,1,2,1,6,2,3,0,0,60,0,17,3.264705882352941,2014,1,55.5
27025,0,0,6,1,7,2,8,0,0,30,0,36,3.493333333333333,2013,1,125.75999999999999
13842,0,0,3,1,6,0,8,0,0,60,0,45,2.4680851063829787,2013,1,111.06382978723404
2533,1,1,1,0,1,2,1,0,2,60,1,38,2.2135416666666665,2013,1,84.11458333333333
25658,0,0,5,1,11,0,9,0,0,60,0,175,4.543283582089552,2014,1,795.0746268656717
2970,1,1,1,0,3,2,2,0,0,90,1,12,1.5789473684210527,2013,1,18.94736842105263
12582,1,0,3,1,7,1,7,2,0,120,0,71,2.392233009708738,2013,1,169.8485436893204
10849,1,1,2,1,0,2,7,0,0,60,0,11,4.526315789473684,2014,1,49.78947368421053
28831,0,0,6,0,8,2,5,0,0,30,0,45,4.284974093264249,2014,1,192.8238341968912
823,0,0,1,0,3,1,3,1,0,60,0,61,2.5481651376146788,2013,0,155.4380733944954
28951,1,1,6,0,10,0,6,0,0,30,0,1,3.5,2014,1,3.5
29190,0,1,6,0,9,0,2,1,0,30,0,13,3.1752577319587627,2014,1,41.27835051546391
18764,1,1,4,0,10,1,2,1,0,30,0,24,4.257894736842105,2014,1,102.18947368421053
8641,1,1,2,1,3,1,1,0,0,60,0,1,1.0,2014,0,1.0
18852,0,0,4,1,5,0,2,0,0,30,0,91,4.330367074527253,2014,1,394.06340378198
27745,1,1,6,0,3,0,1,1,0,30,0,8,2.2666666666666666,2013,1,18.133333333333333
22566,0,0,5,1,10,1,3,0,0,90,0,225,5.05982905982906,2013,1,1138.4615384615383
14919,1,1,3,1,10,2,7,0,0,60,0,11,1.763157894736842,2014,0,19.394736842105264
6692,1,1,1,0,11,1,1,0,0,60,0,3,2.076923076923077,2014,1,6.230769230769232
21073,0,0,5,1,8,2,9,1,0,90,1,216,4.426158038147139,2013,0,956.050136239782
2423,0,0,1,0,10,0,6,1,0,60,0,66,3.332474226804124,2013,1,219.94329896907217
19356,1,1,4,0,0,0,8,0,0,120,0,5,2.2,2014,1,11.0
19622,0,0,4,1,6,0,7,0,0,30,0,44,3.8976377952755907,2014,1,171.49606299212599
11602,1,0,3,1,3,1,1,1,0,60,0,91,2.507518796992481,2013,0,228.18421052631578
14488,1,1,3,0,3,2,2,0,0,60,0,5,1.8888888888888888,2014,0,9.444444444444445
11679,0,0,3,1,7,2,8,0,1,60,0,196,3.172584640792733,2013,0,621.8265895953757
14401,1,1,3,0,3,0,3,0,0,135,0,4,1.8181818181818181,2014,0,7.2727272727272725
2753,1,1,1,0,6,0,6,0,0,120,0,26,2.0708661417322833,2013,1,53.84251968503936
3653,1,1,1,0,3,1,0,0,0,60,0,2,1.375,2013,1,2.75
24303,0,0,5,1,6,2,7,1,0,90,0,199,4.308564946114577,2014,0,857.4044242768009
11744,1,1,3,1,8,2,8,0,0,60,0,28,2.237762237762238,2013,0,62.65734265734266
19083,0,0,4,1,8,2,7,1,0,60,0,90,3.341513292433538,2014,1,300.7361963190184
10112,0,0,2,0,6,1,5,1,0,60,0,119,4.668618266978923,2014,1,555.5655737704918
20691,0,0,5,1,7,0,7,1,0,60,0,203,4.152374670184696,2013,0,842.9320580474933
28763,0,0,6,0,12,0,2,0,0,30,0,33,3.1690140845070425,2014,1,104.5774647887324
8774,1,1,2,1,0,2,9,0,0,30,0,19,2.608108108108108,2014,0,49.55405405405405
6979,0,1,1,0,10,0,7,0,0,60,0,9,2.3214285714285716,2014,1,20.892857142857146
23784,1,1,5,0,12,2,0,0,1,150,1,33,3.955678670360111,2014,0,130.53739612188366
27099,0,1,6,0,7,2,2,0,0,30,0,18,2.5,2013,1,45.0
296,0,1,0,0,0,2,4,1,0,120,0,36,2.9123711340206184,2013,1,104.84536082474226
10211,0,0,2,0,6,1,3,0,0,60,0,58,2.511111111111111,2014,1,145.64444444444445
13867,0,0,3,1,7,0,8,0,0,60,0,73,2.4343434343434343,2013,1,177.7070707070707
14625,1,1,3,1,3,2,1,0,0,60,0,19,2.526315789473684,2014,0,48.0
20343,1,0,5,1,2,0,5,1,0,60,0,40,7.254742547425474,2013,0,290.18970189701895
18968,1,1,4,1,12,2,1,0,0,60,0,4,1.0,2014,1,4.0
10153,1,1,2,0,9,2,5,0,0,180,1,6,4.642857142857143,2014,1,27.85714285714286
8616,1,1,2,0,12,2,5,0,0,90,0,8,4.5,2014,0,36.0
28593,0,0,6,0,10,2,5,1,0,30,0,74,3.1898305084745764,2014,1,236.04745762711866
17860,0,0,4,1,7,0,5,0,0,60,0,69,4.636363636363637,2013,1,319.90909090909093
16567,1,1,3,1,9,0,3,0,0,60,0,37,2.016042780748663,2014,1,74.59358288770053
26598,1,1,5,0,5,2,0,0,0,120,0,36,2.1357466063348416,2014,1,76.8868778280543
19529,0,0,4,1,4,2,7,1,0,60,0,82,4.763406940063091,2014,1,390.59936908517346
27335,1,1,6,0,11,2,0,1,0,30,0,10,4.25,2013,1,42.5
25163,1,0,5,1,0,1,3,1,2,120,0,131,4.464985994397759,2014,1,584.9131652661065
13155,1,1,3,0,11,0,5,0,0,120,0,5,2.5,2013,1,12.5
17368,1,0,4,1,1,2,0,0,0,30,0,96,3.862785862785863,2013,1,370.82744282744284
26071,0,0,5,1,0,2,3,1,0,60,0,186,3.873198847262248,2014,1,720.4149855907781
13531,0,0,3,1,5,0,3,1,0,60,0,178,2.6260162601626016,2013,1,467.4308943089431
992,1,1,1,0,0,1,7,1,0,90,0,18,2.323232323232323,2013,0,41.81818181818181
814,1,1,1,0,9,0,8,1,1,180,1,7,4.027027027027027,2013,0,28.18918918918919
9964,1,1,2,1,3,0,2,0,0,60,0,10,2.981818181818182,2014,1,29.81818181818182
8447,1,1,2,1,4,1,8,0,0,60,0,4,1.5,2014,0,6.0
651,0,0,0,1,3,0,9,1,0,60,0,62,2.755813953488372,2014,1,170.86046511627907
25625,1,1,5,1,5,2,3,0,0,60,0,9,2.8620689655172415,2014,1,25.758620689655174
13152,0,0,3,1,7,0,7,0,0,150,0,180,1.9334098737083811,2013,1,348.0137772675086
26452,0,0,5,0,0,2,9,1,0,60,0,186,3.882504841833441,2014,1,722.1459005810201
16922,0,0,3,1,8,0,5,1,0,60,0,117,2.381370826010545,2014,1,278.62038664323376
15869,1,1,3,0,11,0,0,0,0,120,0,16,2.0491803278688523,2014,1,32.78688524590164
4992,0,0,1,0,8,2,7,1,0,60,0,47,2.4886363636363638,2014,0,116.9659090909091
8618,1,1,2,1,9,1,8,0,0,90,0,17,3.6,2014,0,61.2
2366,0,0,1,0,12,1,6,0,1,60,0,61,2.493273542600897,2013,1,152.0896860986547
24713,0,0,5,1,10,2,3,1,0,60,0,110,4.406460296096904,2014,0,484.71063257065947
22724,0,0,5,1,3,2,3,0,0,120,0,150,5.014532243415077,2013,1,752.1798365122617
11182,1,1,2,1,8,2,7,1,0,30,0,31,4.055555555555555,2014,1,125.72222222222221
24250,1,0,5,1,3,0,3,0,0,120,0,79,3.9314420803782504,2014,0,310.5839243498818
16497,1,1,3,0,8,0,5,0,0,120,0,23,2.5,2014,1,57.5
3621,0,1,1,0,8,2,5,0,0,60,0,29,2.062111801242236,2013,1,59.80124223602484
28933,0,0,6,0,10,2,4,0,0,30,0,51,3.042944785276074,2014,1,155.19018404907976
26546,0,0,5,1,11,0,6,0,0,90,0,139,3.565085771947528,2014,1,495.5469223007064
5369,1,0,1,0,5,0,1,0,1,60,0,38,2.4059040590405902,2014,0,91.42435424354242
25955,0,0,5,1,2,2,9,1,0,60,0,146,3.7597471022128555,2014,1,548.9230769230769
15950,0,0,3,0,3,0,7,0,0,60,0,167,2.724066390041494,2014,1,454.9190871369295
28783,0,0,6,0,6,2,6,0,0,30,0,46,3.0704225352112675,2014,1,141.2394366197183
24763,0,1,5,1,1,0,1,0,0,60,0,30,4.623711340206185,2014,1,138.71134020618555
11217,1,1,2,0,6,0,6,1,0,60,0,5,2.625,2014,1,13.125
634,0,0,0,1,3,1,8,2,0,60,0,50,4.0355731225296445,2014,1,201.77865612648222
2971,0,0,1,0,9,2,1,0,0,60,1,75,2.4403669724770642,2013,1,183.0275229357798
12427,1,0,3,0,12,2,0,1,0,60,0,178,3.4411290322580643,2013,0,612.5209677419355
29138,0,0,6,0,10,2,4,0,0,30,0,33,3.25,2014,1,107.25
25883,0,0,5,1,11,0,0,0,0,60,0,229,3.6715447154471543,2014,1,840.7837398373983
23584,1,1,5,1,11,2,2,0,0,60,1,43,3.6535433070866143,2014,0,157.10236220472441
19974,1,0,5,1,5,2,0,0,0,60,1,123,3.2010695187165776,2013,0,393.73155080213905
17335,1,1,4,1,9,2,1,1,0,60,0,8,6.147058823529412,2013,1,49.1764705882353
28139,1,0,6,0,5,2,0,0,0,30,0,37,2.657142857142857,2014,0,98.31428571428572
22516,0,0,5,1,12,2,3,0,0,60,0,128,5.151143790849673,2013,1,659.3464052287582
14034,1,0,3,1,6,0,3,0,0,60,0,46,1.8356164383561644,2013,1,84.43835616438356
12520,1,0,3,0,9,2,5,0,0,60,1,117,3.1469838572642312,2013,0,368.19711129991504
14425,0,0,3,1,1,2,3,0,0,60,0,107,1.8359683794466404,2014,0,196.44861660079053
20726,1,0,5,1,6,1,0,0,0,120,1,72,4.862244897959184,2013,0,350.08163265306126
21303,0,1,5,1,6,0,5,0,0,60,0,33,3.9489795918367347,2013,1,130.31632653061226
26638,0,0,5,1,5,0,3,0,0,60,0,189,4.193791946308725,2014,1,792.626677852349
3033,1,1,1,0,1,2,0,0,0,120,0,5,2.7857142857142856,2013,1,13.928571428571427
20832,0,1,5,1,1,0,6,0,0,60,0,37,4.420289855072464,2013,0,163.55072463768116
15636,0,0,3,1,6,0,0,0,0,60,1,98,2.2274143302180685,2014,1,218.2866043613707
22261,0,0,5,1,4,0,1,0,0,120,0,87,4.8517241379310345,2013,1,422.1
28713,1,1,6,0,1,2,4,0,0,30,0,4,2.744186046511628,2014,1,10.976744186046512
8074,0,0,2,1,7,0,7,0,0,30,1,104,3.1481481481481484,2014,0,327.40740740740745
23304,0,0,5,1,0,0,6,1,0,60,0,163,4.000812347684809,2013,1,652.1324126726238
18170,0,0,4,1,3,2,7,0,0,30,0,55,3.707920792079208,2014,0,203.93564356435644
8747,0,1,2,1,10,0,7,0,0,30,1,37,2.9555555555555557,2014,0,109.35555555555555
6339,1,1,1,0,6,0,1,0,0,120,0,21,3.1770833333333335,2014,1,66.71875
7948,1,1,2,1,8,0,1,0,0,60,0,4,2.0,2014,0,8.0
16263,1,1,3,0,0,3,2,0,0,180,1,6,2.3076923076923075,2014,1,13.846153846153845
8677,0,0,2,1,11,2,6,0,0,90,0,112,3.4650602409638553,2014,0,388.0867469879518
12123,1,1,3,0,11,2,0,0,0,60,0,5,1.6111111111111112,2013,0,8.055555555555555
19475,1,1,4,1,7,0,8,0,0,60,0,24,3.9612403100775193,2014,1,95.06976744186046
18455,0,0,4,1,5,2,8,0,0,60,0,56,4.4496314496314495,2014,0,249.17936117936117
3476,0,0,1,0,11,2,0,0,0,60,0,44,2.5157894736842104,2013,1,110.69473684210526
23901,1,1,5,1,8,2,7,0,0,60,0,38,4.89247311827957,2014,0,185.91397849462365
25895,0,0,5,1,9,0,3,0,0,60,0,73,3.6623376623376624,2014,1,267.35064935064935
5421,1,1,1,0,11,0,0,0,0,60,0,8,2.918918918918919,2014,0,23.35135135135135
4105,0,0,1,1,9,0,2,1,0,180,0,141,2.9375,2013,1,414.1875
25260,1,1,5,0,6,2,3,0,0,60,1,28,4.461538461538462,2014,1,124.92307692307693
7113,0,0,1,1,5,0,1,1,0,60,1,66,4.7885906040268456,2014,1,316.0469798657718
26710,0,0,5,1,0,0,4,1,0,90,0,180,7.512159174649963,2014,1,1352.1886514369935
14163,1,1,3,1,10,1,8,1,0,60,0,34,1.976897689768977,2013,1,67.21452145214522
17655,0,0,4,1,8,0,7,0,0,30,0,148,5.176895306859206,2013,1,766.1805054151624
13600,0,0,3,1,0,0,7,0,0,90,0,53,3.1083916083916083,2013,1,164.74475524475525
4104,1,1,1,0,6,2,4,0,0,60,0,35,2.163793103448276,2013,1,75.73275862068965
27580,0,0,6,1,7,0,3,0,0,30,0,30,3.918781725888325,2013,1,117.56345177664976
11325,1,1,2,1,7,1,8,1,0,75,0,8,4.470588235294118,2014,1,35.76470588235294
15866,1,1,3,1,5,0,2,1,1,60,1,26,2.387323943661972,2014,1,62.07042253521127
23016,1,0,5,0,9,0,8,1,0,60,0,92,4.61704834605598,2013,1,424.7684478371502
9139,1,1,2,1,10,1,8,1,0,60,0,11,6.7,2014,1,73.7
15001,0,0,3,0,1,2,5,0,0,60,0,86,1.9848024316109423,2014,0,170.69300911854103
6077,0,0,1,1,6,0,8,1,1,60,0,57,3.739463601532567,2014,1,213.14942528735634
8685,0,0,2,1,6,1,6,0,0,60,0,65,2.892405063291139,2014,0,188.00632911392404
7534,1,1,2,0,3,1,2,1,0,135,0,10,3.7083333333333335,2014,0,37.083333333333336
27087,1,1,6,0,5,0,5,1,0,90,0,4,2.3448275862068964,2013,1,9.379310344827585
2845,1,0,1,0,4,0,1,0,0,60,0,52,2.9448529411764706,2013,1,153.13235294117646
25517,0,0,5,1,10,1,5,0,0,120,0,258,6.474754812931348,2014,1,1670.4867417362877
3448,0,0,1,0,2,0,8,0,0,60,0,36,3.2830188679245285,2013,1,118.18867924528303
17605,0,0,4,1,7,2,6,0,0,60,0,56,4.5159010600706715,2013,1,252.8904593639576
18762,0,0,4,1,6,1,8,1,0,120,0,165,4.989595375722543,2014,1,823.2832369942197
18003,0,0,4,1,5,2,0,1,0,60,0,114,5.514705882352941,2013,1,628.6764705882352
24495,0,0,5,0,4,0,7,0,0,60,0,202,4.571793235481812,2014,0,923.5022335673261
24741,1,0,5,1,1,2,3,0,1,60,0,43,5.378151260504202,2014,1,231.2605042016807
23259,0,1,5,1,9,1,3,1,0,60,0,39,4.8559322033898304,2013,1,189.38135593220338
3242,1,1,1,0,3,2,1,0,0,120,0,2,3.7222222222222223,2013,1,7.444444444444445
19952,0,0,5,0,6,2,6,1,1,120,0,120,3.841802492809204,2013,0,461.0162991371045
25046,1,1,5,0,8,0,9,0,0,120,0,3,1.6363636363636365,2014,1,4.909090909090909
6350,1,1,1,0,6,2,3,0,0,60,0,6,4.388888888888889,2014,1,26.333333333333336
20385,1,1,5,1,5,0,5,0,0,120,0,8,4.3108108108108105,2013,0,34.486486486486484
18505,1,1,4,1,10,2,4,0,0,30,0,27,5.207407407407407,2014,0,140.6
21832,0,0,5,1,12,0,5,0,1,150,0,87,3.1182108626198084,2013,1,271.28434504792335
9253,0,1,2,1,10,2,0,0,1,30,1,44,2.7461139896373057,2014,1,120.82901554404145
15817,1,0,3,1,0,2,9,0,1,60,0,71,2.79126213592233,2014,1,198.17961165048544
4314,0,0,1,0,2,0,2,0,0,120,0,58,2.9346049046321525,2014,0,170.20708446866485
14853,1,0,3,1,2,0,7,0,0,60,0,68,2.7222222222222223,2014,0,185.11111111111111
4201,0,0,1,0,7,2,2,0,0,60,0,56,2.140127388535032,2014,0,119.84713375796179
2926,0,0,1,0,5,0,2,0,0,120,1,42,2.7661691542288556,2013,1,116.17910447761193
18881,0,0,4,1,12,1,4,0,0,30,0,60,3.8037735849056604,2014,1,228.22641509433961
12877,0,0,3,1,0,0,5,0,2,60,0,75,3.241469816272966,2013,1,243.11023622047244
18803,1,1,4,1,3,0,2,0,0,90,0,26,3.076530612244898,2014,1,79.98979591836735
17275,0,0,4,0,6,0,2,0,0,60,1,63,4.4916943521594686,2013,1,282.9767441860465
15423,0,0,3,0,1,2,3,0,0,60,0,110,2.6597812879708385,2014,0,292.57594167679224
17687,0,0,4,1,5,2,4,0,0,60,0,62,3.3132530120481927,2013,1,205.42168674698794
17830,0,0,4,1,6,1,6,0,0,90,0,137,3.412921348314607,2013,1,467.57022471910113
24976,1,1,5,1,4,1,1,0,1,60,0,18,3.2796610169491527,2014,1,59.03389830508475
6171,1,1,1,0,7,2,6,0,0,75,0,11,3.306122448979592,2014,1,36.36734693877551
4583,0,1,1,0,8,0,4,0,0,90,0,26,2.56969696969697,2014,0,66.81212121212121
7907,1,1,2,1,9,2,8,0,0,60,0,26,3.5533980582524274,2014,0,92.38834951456312
20491,0,0,5,1,0,0,4,1,0,60,1,123,5.013490725126475,2013,0,616.6593591905564
20704,0,0,5,1,1,2,1,0,0,60,0,128,3.8946135831381734,2013,0,498.5105386416862
26484,1,1,5,1,12,2,0,0,0,120,1,1,1.0,2014,1,1.0
5268,0,0,1,0,0,0,2,1,0,60,0,34,3.4263959390862944,2014,0,116.497461928934
5061,1,1,1,0,3,1,2,1,0,60,0,2,1.0,2014,0,2.0
22794,0,0,5,1,12,0,4,0,0,60,0,86,4.659963436928702,2013,1,400.7568555758684
25360,1,1,5,1,3,2,4,1,0,120,0,28,3.6532438478747205,2014,1,102.29082774049218
7428,1,1,2,1,5,3,2,0,0,90,0,18,3.5346534653465347,2014,0,63.62376237623762
8584,1,1,2,1,8,2,7,0,0,60,0,28,2.8818897637795278,2014,0,80.69291338582678
20477,0,0,5,1,7,2,6,0,1,120,0,120,5.839563862928349,2013,0,700.747663551402
20085,1,0,5,1,9,0,2,0,1,60,0,53,3.9614147909967845,2013,0,209.95498392282957
24933,1,1,5,1,0,0,8,0,0,90,0,1,1.6666666666666667,2014,1,1.6666666666666667
17160,0,0,4,1,6,0,8,0,0,90,0,94,5.947136563876652,2013,1,559.0308370044053
1033,1,1,1,1,4,0,1,1,0,60,0,8,2.975609756097561,2013,0,23.804878048780488
25767,0,0,5,0,1,0,5,0,0,120,1,185,4.403713892709766,2014,1,814.6870701513068
24918,0,0,5,1,9,2,1,1,0,60,0,168,3.8284561049445007,2014,1,643.1806256306761
22642,0,0,5,0,6,1,4,0,0,60,0,130,5.822079314040729,2013,1,756.8703108252947
16313,0,0,3,1,9,2,7,0,0,110,0,158,1.8609986504723346,2014,1,294.03778677462884
5844,0,0,1,0,8,0,4,0,0,120,0,27,4.11214953271028,2014,1,111.02803738317756
23515,0,0,5,1,0,0,8,0,0,60,1,45,5.397435897435898,2014,0,242.88461538461542
15501,0,0,3,1,6,0,7,0,0,90,0,67,2.0239726027397262,2014,1,135.60616438356166
28990,0,0,6,0,3,2,0,0,0,30,0,34,2.939189189189189,2014,1,99.93243243243242
8402,1,1,2,1,5,2,5,0,0,60,0,30,3.840909090909091,2014,0,115.22727272727272
13252,0,0,3,1,11,2,8,0,1,60,0,77,3.0963855421686746,2013,1,238.42168674698794
5390,1,1,1,0,0,0,6,1,0,120,1,15,2.3181818181818183,2014,0,34.77272727272727
3441,1,1,1,0,2,2,5,0,0,60,0,20,2.391891891891892,2013,1,47.83783783783784
26431,0,1,5,1,9,0,4,0,0,120,0,40,4.160535117056856,2014,1,166.42140468227424
20773,0,0,5,0,2,1,7,0,0,60,0,173,4.354669464847849,2013,0,753.3578174186778
24352,0,0,5,1,2,0,8,0,0,90,0,199,4.330118694362018,2014,0,861.6936201780417
2520,0,0,1,0,0,2,5,0,0,60,0,104,2.6673684210526316,2013,1,277.4063157894737
10808,0,0,2,0,12,0,5,0,0,90,0,116,3.9958677685950414,2014,1,463.5206611570248
26693,0,0,5,1,3,1,7,1,0,60,0,98,3.891509433962264,2014,1,381.3679245283019
27244,0,0,6,0,12,2,7,0,0,30,0,26,3.396551724137931,2013,1,88.3103448275862
5805,0,1,1,0,10,0,0,0,1,60,1,33,2.3153846153846156,2014,1,76.40769230769232
18175,1,1,4,1,8,0,4,1,0,30,0,34,3.98974358974359,2014,0,135.65128205128207
18797,0,0,4,1,7,2,1,0,0,30,0,104,3.2626262626262625,2014,1,339.3131313131313
7137,0,0,1,0,10,1,7,0,0,120,0,39,3.68348623853211,2014,1,143.6559633027523
17851,1,1,4,1,6,1,2,0,0,60,0,1,1.0,2013,1,1.0
14157,1,1,3,1,0,2,4,1,0,120,0,9,3.0531914893617023,2013,1,27.47872340425532
22593,1,1,5,1,0,2,3,1,0,90,1,25,6.329192546583851,2013,1,158.22981366459626
369,1,1,0,0,4,1,1,0,0,150,0,26,2.3059701492537314,2013,1,59.95522388059702
20321,1,1,5,1,6,2,0,0,0,60,1,14,2.827272727272727,2013,0,39.58181818181818
23449,0,0,5,1,3,2,1,1,0,90,0,70,5.632882882882883,2014,0,394.3018018018018
22387,0,0,5,1,0,0,6,0,0,120,0,79,4.534285714285715,2013,1,358.2085714285715
25627,0,0,5,1,0,2,7,1,0,60,0,168,3.1089285714285713,2014,1,522.3
13375,1,1,3,0,10,0,0,0,0,120,1,8,2.090909090909091,2013,1,16.727272727272727
18430,1,1,4,1,5,2,6,0,0,30,0,3,2.5833333333333335,2014,0,7.75
11009,1,1,2,1,9,0,5,0,0,150,0,16,3.6666666666666665,2014,1,58.666666666666664
10553,1,1,2,1,9,1,6,1,0,90,0,1,2.0,2014,1,2.0
22838,0,0,5,1,8,0,5,1,0,60,0,121,3.821378340365682,2013,1,462.38677918424753
4899,0,1,1,1,8,0,5,0,0,60,1,35,2.3257575757575757,2014,0,81.40151515151516
9022,1,1,2,1,6,4,2,1,0,120,0,7,2.3142857142857145,2014,0,16.200000000000003
6124,0,1,1,0,12,2,3,0,0,60,0,17,2.278688524590164,2014,1,38.73770491803279
20841,0,0,5,1,6,0,7,0,0,60,0,140,3.98284561049445,2013,0,557.598385469223
9635,1,1,2,1,9,0,3,0,0,90,0,9,5.728571428571429,2014,1,51.55714285714286
7025,0,0,1,0,6,2,1,1,0,60,0,93,3.200996677740864,2014,1,297.69269102990035
14956,1,1,3,1,9,0,5,0,0,60,0,30,3.712230215827338,2014,0,111.36690647482014
22110,0,0,5,1,8,2,5,1,0,120,1,130,4.588427057864711,2013,1,596.4955175224123
8603,1,1,2,1,11,0,7,0,0,60,0,29,4.15527950310559,2014,0,120.50310559006212
2578,0,1,1,0,11,2,0,0,2,120,0,27,2.1296296296296298,2013,1,57.5
28566,0,0,6,0,10,0,6,1,0,30,0,35,3.3591160220994474,2014,1,117.56906077348066
26154,0,0,5,0,10,1,7,1,0,60,0,139,4.346524064171123,2014,1,604.1668449197862
27011,1,1,6,0,8,0,4,0,0,30,0,8,3.5849056603773586,2013,1,28.67924528301887
18092,0,1,4,1,7,0,6,0,0,60,1,25,3.377049180327869,2014,0,84.42622950819673
23126,0,1,5,1,11,0,3,0,0,150,0,34,5.0,2013,1,170.0
3415,0,0,1,0,12,0,4,0,0,60,0,100,3.2241379310344827,2013,1,322.41379310344826
3767,0,0,1,0,2,2,2,1,0,60,0,165,4.81638418079096,2013,1,794.7033898305084
